,Date,Round,Home,Away,Home Score,Away Score,Home Elo Pre,Away Elo Pre,Home Elo Pre + Advantage,Home Elo Post,Away Elo Post,Home Elo Change,Away Elo Change,Result,Year
2444,2023-09-22,PF,Collingwood,GWS,58,57,1653.77,1585.88,1703.77,1655.26,1584.4,1.48,-1.48,Home Win,2023
2445,2023-09-23,PF,Brisbane Lions,Carlton,79,63,1687.31,1581.81,1737.31,1694.19,1574.93,6.88,-6.88,Home Win,2023
2446,2023-09-30,GF,Collingwood,Brisbane Lions,90,86,1655.26,1694.19,1705.26,1659.79,1689.66,4.54,-4.54,Home Win,2023
2447,2024-03-07,R1,Sydney,Melbourne,86,64,1547.17,1626.9,1597.17,1563.88,1610.19,16.71,-16.71,Home Win,2024
2448,2024-03-08,R1,Brisbane Lions,Carlton,85,86,1627.07,1550.2,1677.07,1624.12,1553.15,-2.95,2.95,Away Win,2024
2449,2024-03-09,R1,GWS,Collingwood,114,82,1556.55,1607.06,1606.55,1577.6,1586.01,21.05,-21.05,Home Win,2024
2450,2024-03-09,R1,Gold Coast,Richmond,99,60,1442.0,1490.75,1492.0,1466.46,1466.29,24.46,-24.46,Home Win,2024
2451,2024-03-14,R2,Carlton,Richmond,86,81,1553.15,1466.29,1603.15,1556.42,1463.02,3.27,-3.27,Home Win,2024
2452,2024-03-15,R2,Collingwood,Sydney,69,102,1586.01,1563.88,1636.01,1559.51,1590.39,-26.51,26.51,Away Win,2024
2453,2024-03-16,R2,Essendon,Hawthorn,107,83,1423.83,1394.64,1473.83,1437.11,1381.36,13.28,-13.28,Home Win,2024
2454,2024-03-16,R2,GWS,North Melbourne,121,82,1577.6,1288.51,1627.6,1582.75,1283.36,5.15,-5.15,Home Win,2024
2455,2024-03-16,R2,Geelong,St Kilda,76,68,1576.69,1510.56,1626.69,1581.67,1505.58,4.98,-4.98,Home Win,2024
2456,2024-03-16,R2,Gold Coast,Adelaide,60,54,1466.46,1512.02,1516.46,1472.48,1506.0,6.02,-6.02,Home Win,2024
2457,2024-03-17,R2,Fremantle,Brisbane Lions,93,70,1474.46,1624.12,1524.46,1493.82,1604.76,19.36,-19.36,Home Win,2024
2458,2024-03-17,R2,Melbourne,Footscray,109,64,1610.19,1570.89,1660.19,1630.88,1550.19,20.7,-20.7,Home Win,2024
2459,2024-03-17,R2,Port Adelaide,West Coast,120,70,1543.91,1256.79,1593.91,1550.24,1250.46,6.33,-6.33,Home Win,2024
2460,2024-03-21,R3,St Kilda,Collingwood,94,79,1505.58,1559.51,1505.58,1519.14,1545.95,13.55,-13.55,Home Win,2024
2461,2024-03-22,R3,Adelaide,Geelong,77,96,1506.0,1581.67,1556.0,1493.2,1594.46,-12.79,12.79,Away Win,2024
2462,2024-03-23,R3,North Melbourne,Fremantle,76,102,1283.36,1493.82,1333.36,1274.3,1502.88,-9.06,9.06,Away Win,2024
2463,2024-03-23,R3,Hawthorn,Melbourne,38,93,1381.36,1630.88,1431.36,1367.96,1644.28,-13.4,13.4,Away Win,2024
2464,2024-03-23,R3,Sydney,Essendon,131,101,1590.39,1437.11,1640.39,1599.17,1428.33,8.77,-8.77,Home Win,2024
2465,2024-03-24,R3,Footscray,Gold Coast,115,67,1550.19,1472.48,1550.19,1572.22,1450.45,22.03,-22.03,Home Win,2024
2466,2024-03-24,R3,Richmond,Port Adelaide,92,122,1463.02,1550.24,1513.02,1445.66,1567.6,-17.37,17.37,Away Win,2024
2467,2024-03-24,R3,West Coast,GWS,43,108,1250.46,1582.75,1300.46,1240.57,1592.64,-9.9,9.9,Away Win,2024
2468,2024-03-28,R4,Brisbane Lions,Collingwood,72,92,1604.76,1545.95,1654.76,1585.8,1564.91,-18.96,18.96,Away Win,2024
2469,2024-03-29,R4,North Melbourne,Carlton,81,137,1274.3,1556.42,1324.3,1262.8,1567.92,-11.5,11.5,Away Win,2024
2470,2024-03-29,R4,Fremantle,Adelaide,69,34,1502.88,1493.2,1552.88,1522.19,1473.9,19.3,-19.3,Home Win,2024
2471,2024-03-30,R4,Port Adelaide,Melbourne,89,96,1567.6,1644.28,1617.6,1561.48,1650.4,-6.12,6.12,Away Win,2024
2472,2024-03-30,R4,Essendon,St Kilda,71,67,1428.33,1519.14,1478.33,1433.36,1514.11,5.03,-5.03,Home Win,2024
2473,2024-03-31,R4,Footscray,West Coast,106,30,1572.22,1240.57,1622.22,1579.03,1233.76,6.81,-6.81,Home Win,2024
2474,2024-03-31,R4,Richmond,Sydney,82,77,1445.66,1599.17,1495.66,1452.08,1592.74,6.42,-6.42,Home Win,2024
2475,2024-04-01,R4,Hawthorn,Geelong,70,106,1367.96,1594.46,1417.96,1357.18,1605.24,-10.78,10.78,Away Win,2024
2476,2024-04-04,R5,Adelaide,Melbourne,63,78,1473.9,1650.4,1523.9,1466.91,1657.4,-6.99,6.99,Away Win,2024
2477,2024-04-05,R5,Brisbane Lions,North Melbourne,112,42,1585.8,1262.8,1585.8,1594.44,1254.16,8.65,-8.65,Home Win,2024
2478,2024-04-05,R5,Port Adelaide,Essendon,111,42,1561.48,1433.36,1611.48,1580.59,1414.25,19.11,-19.11,Home Win,2024
2479,2024-04-06,R5,West Coast,Sydney,78,104,1233.76,1592.74,1233.76,1230.51,1596.0,-3.25,3.25,Away Win,2024
2480,2024-04-06,R5,Fremantle,Carlton,63,73,1522.19,1567.92,1522.19,1514.57,1575.53,-7.61,7.61,Away Win,2024
2481,2024-04-06,R5,Footscray,Geelong,91,95,1579.03,1605.24,1579.03,1574.65,1609.62,-4.38,4.38,Away Win,2024
2482,2024-04-07,R5,Collingwood,Hawthorn,77,72,1564.91,1357.18,1564.91,1567.14,1354.95,2.23,-2.23,Home Win,2024
2483,2024-04-07,R5,Gold Coast,GWS,89,117,1450.45,1592.64,1450.45,1439.62,1603.48,-10.84,10.84,Away Win,2024
2484,2024-04-07,R5,Richmond,St Kilda,60,67,1452.08,1514.11,1452.08,1446.56,1519.63,-5.52,5.52,Away Win,2024
2485,2024-04-11,R6,Melbourne,Brisbane Lions,60,82,1657.4,1594.44,1707.4,1636.9,1614.94,-20.49,20.49,Away Win,2024
2486,2024-04-12,R6,Footscray,Essendon,67,96,1574.65,1414.25,1624.65,1546.98,1441.92,-27.67,27.67,Away Win,2024
2487,2024-04-13,R6,GWS,St Kilda,80,79,1603.48,1519.63,1653.48,1604.86,1518.25,1.38,-1.38,Home Win,2024
2488,2024-04-13,R6,Carlton,Adelaide,98,100,1575.53,1466.91,1625.53,1571.31,1471.12,-4.22,4.22,Away Win,2024
2489,2024-04-13,R6,Port Adelaide,Fremantle,66,63,1580.59,1514.57,1630.59,1583.19,1511.97,2.6,-2.6,Home Win,2024
2490,2024-04-13,R6,Gold Coast,Hawthorn,109,56,1439.62,1354.95,1489.62,1458.77,1335.8,19.15,-19.15,Home Win,2024
2491,2024-04-14,R6,Geelong,North Melbourne,139,64,1609.62,1254.16,1659.62,1615.48,1248.29,5.86,-5.86,Home Win,2024
2492,2024-04-14,R6,West Coast,Richmond,109,70,1230.51,1446.56,1280.51,1261.92,1415.15,31.41,-31.41,Home Win,2024
2493,2024-04-18,R7,St Kilda,Footscray,64,124,1518.25,1546.98,1568.25,1481.17,1584.06,-37.08,37.08,Away Win,2024
2494,2024-04-19,R7,Adelaide,Essendon,75,78,1471.12,1441.92,1521.12,1466.29,1446.76,-4.83,4.83,Away Win,2024
2495,2024-04-20,R7,Collingwood,Port Adelaide,123,81,1567.14,1583.19,1617.14,1591.22,1559.11,24.08,-24.08,Home Win,2024
2496,2024-04-20,R7,Carlton,GWS,117,98,1571.31,1604.86,1621.31,1584.9,1591.27,13.59,-13.59,Home Win,2024
2497,2024-04-20,R7,Brisbane Lions,Geelong,37,63,1614.94,1615.48,1664.94,1593.69,1636.73,-21.25,21.25,Away Win,2024
2498,2024-04-20,R7,West Coast,Fremantle,105,68,1261.92,1511.97,1311.92,1292.91,1480.97,31.0,-31.0,Home Win,2024
2499,2024-04-21,R7,Sydney,Gold Coast,110,57,1596.0,1458.77,1646.0,1610.83,1443.93,14.84,-14.84,Home Win,2024
2500,2024-04-21,R7,North Melbourne,Hawthorn,68,113,1248.29,1335.8,1298.29,1224.51,1359.59,-23.79,23.79,Away Win,2024
2501,2024-04-24,R8,Richmond,Melbourne,42,85,1415.15,1636.9,1465.15,1402.47,1649.58,-12.68,12.68,Away Win,2024
2502,2024-04-25,R8,GWS,Brisbane Lions,113,59,1591.27,1593.69,1641.27,1619.64,1565.32,28.37,-28.37,Home Win,2024
2503,2024-04-25,R8,Essendon,Collingwood,85,85,1446.76,1591.22,1496.76,1445.88,1592.09,-0.88,0.88,Away Win,2024
2504,2024-04-26,R8,Port Adelaide,St Kilda,82,72,1559.11,1481.17,1609.11,1564.65,1475.64,5.53,-5.53,Home Win,2024
2505,2024-04-27,R8,North Melbourne,Adelaide,81,138,1224.51,1466.29,1274.51,1210.18,1480.61,-14.33,14.33,Away Win,2024
2506,2024-04-27,R8,Geelong,Carlton,118,105,1636.73,1584.9,1686.73,1644.29,1577.34,7.56,-7.56,Home Win,2024
2507,2024-04-27,R8,Fremantle,Footscray,95,71,1480.97,1584.06,1530.97,1499.6,1565.43,18.63,-18.63,Home Win,2024
2508,2024-04-28,R8,Gold Coast,West Coast,112,75,1443.93,1292.91,1493.93,1454.38,1282.47,10.45,-10.45,Home Win,2024
2509,2024-04-28,R8,Hawthorn,Sydney,42,118,1359.59,1610.83,1409.59,1342.45,1627.97,-17.14,17.14,Away Win,2024
2510,2024-05-02,R9,Adelaide,Port Adelaide,78,48,1480.61,1564.65,1530.61,1502.01,1543.26,21.39,-21.39,Home Win,2024
2511,2024-05-03,R9,Carlton,Collingwood,79,85,1577.34,1592.09,1627.34,1570.46,1598.98,-6.88,6.88,Away Win,2024
2512,2024-05-04,R9,St Kilda,North Melbourne,103,65,1475.64,1210.18,1525.64,1481.41,1204.41,5.77,-5.77,Home Win,2024
2513,2024-05-04,R9,Melbourne,Geelong,74,66,1649.58,1644.29,1699.58,1656.07,1637.8,6.48,-6.48,Home Win,2024
2514,2024-05-04,R9,Sydney,GWS,98,69,1627.97,1619.64,1677.97,1644.75,1602.86,16.78,-16.78,Home Win,2024
2515,2024-05-04,R9,West Coast,Essendon,71,77,1282.47,1445.88,1332.47,1278.64,1449.71,-3.83,3.83,Away Win,2024
2516,2024-05-05,R9,Footscray,Hawthorn,91,98,1565.43,1342.45,1615.43,1555.54,1352.34,-9.89,9.89,Away Win,2024
2517,2024-05-05,R9,Richmond,Fremantle,49,103,1402.47,1499.6,1452.47,1376.05,1526.02,-26.41,26.41,Away Win,2024
2518,2024-05-05,R9,Brisbane Lions,Gold Coast,79,45,1565.32,1454.38,1615.32,1577.26,1442.44,11.94,-11.94,Home Win,2024
2519,2024-05-09,R10,Carlton,Melbourne,77,76,1570.46,1656.07,1620.46,1572.86,1653.67,2.39,-2.39,Home Win,2024
2520,2024-05-10,R10,Geelong,Port Adelaide,95,101,1637.8,1543.26,1687.8,1629.61,1551.45,-8.19,8.19,Away Win,2024
2521,2024-05-10,R10,Fremantle,Sydney,39,87,1526.02,1644.75,1576.02,1503.97,1666.79,-22.05,22.05,Away Win,2024
2522,2024-05-11,R10,Hawthorn,St Kilda,58,53,1352.34,1481.41,1402.34,1358.54,1475.21,6.2,-6.2,Home Win,2024
2523,2024-05-11,R10,Essendon,GWS,82,62,1449.71,1602.86,1499.71,1467.19,1585.38,17.48,-17.48,Home Win,2024
2524,2024-05-11,R10,Richmond,Footscray,42,133,1376.05,1555.54,1426.05,1348.11,1583.49,-27.95,27.95,Away Win,2024
2525,2024-05-11,R10,Gold Coast,North Melbourne,120,52,1442.44,1204.41,1492.44,1453.04,1193.81,10.61,-10.61,Home Win,2024
2526,2024-05-12,R10,Collingwood,West Coast,103,37,1598.98,1278.64,1598.98,1607.36,1270.26,8.38,-8.38,Home Win,2024
2527,2024-05-12,R10,Adelaide,Brisbane Lions,90,90,1502.01,1577.26,1552.01,1500.84,1578.43,-1.17,1.17,Away Win,2024
2528,2024-05-16,R11,Gold Coast,Geelong,164,100,1453.04,1629.61,1503.04,1497.49,1585.16,44.45,-44.45,Home Win,2024
2529,2024-05-17,R11,Sydney,Carlton,117,65,1666.79,1572.86,1716.79,1684.85,1554.8,18.06,-18.06,Home Win,2024
2530,2024-05-18,R11,Collingwood,Adelaide,78,74,1607.36,1500.84,1657.36,1609.93,1498.27,2.57,-2.57,Home Win,2024
2531,2024-05-18,R11,GWS,Footscray,43,70,1585.38,1583.49,1635.38,1563.4,1605.47,-21.98,21.98,Away Win,2024
2532,2024-05-18,R11,St Kilda,Fremantle,55,72,1475.21,1503.97,1525.21,1461.24,1517.93,-13.96,13.96,Away Win,2024
2533,2024-05-18,R11,Brisbane Lions,Richmond,163,44,1578.43,1348.11,1628.43,1595.66,1330.88,17.23,-17.23,Home Win,2024
2534,2024-05-19,R11,Essendon,North Melbourne,106,66,1467.19,1193.81,1517.19,1472.93,1188.06,5.74,-5.74,Home Win,2024
2535,2024-05-19,R11,Port Adelaide,Hawthorn,80,79,1551.45,1358.54,1601.45,1552.25,1357.75,0.8,-0.8,Home Win,2024
2536,2024-05-19,R11,West Coast,Melbourne,105,70,1270.26,1653.67,1320.26,1301.55,1622.38,31.29,-31.29,Home Win,2024
2537,2024-05-23,R12,Footscray,Sydney,88,102,1605.47,1684.85,1655.47,1595.45,1694.87,-10.02,10.02,Away Win,2024
2538,2024-05-24,R12,Fremantle,Collingwood,75,75,1517.93,1609.93,1567.93,1516.84,1611.02,-1.09,1.09,Away Win,2024
2539,2024-05-25,R12,Richmond,Essendon,74,86,1330.88,1472.93,1380.88,1323.97,1479.84,-6.91,6.91,Away Win,2024
2540,2024-05-25,R12,Geelong,GWS,74,78,1585.16,1563.4,1635.16,1579.44,1569.11,-5.72,5.72,Away Win,2024
2541,2024-05-25,R12,Carlton,Gold Coast,102,73,1554.8,1497.49,1604.8,1568.37,1483.92,13.57,-13.57,Home Win,2024
2542,2024-05-25,R12,North Melbourne,Port Adelaide,48,107,1188.06,1552.25,1238.06,1180.37,1559.94,-7.69,7.69,Away Win,2024
2543,2024-05-26,R12,Hawthorn,Brisbane Lions,100,75,1357.75,1595.66,1357.75,1381.95,1571.45,24.2,-24.2,Home Win,2024
2544,2024-05-26,R12,Melbourne,St Kilda,100,62,1622.38,1461.24,1672.38,1632.51,1451.12,10.13,-10.13,Home Win,2024
2545,2024-05-26,R12,Adelaide,West Coast,137,38,1498.27,1301.55,1548.27,1516.12,1283.7,17.85,-17.85,Home Win,2024
2546,2024-05-30,R13,Port Adelaide,Carlton,71,107,1559.94,1568.37,1609.94,1533.3,1595.0,-26.63,26.63,Away Win,2024
2547,2024-05-31,R13,Collingwood,Footscray,82,100,1611.02,1595.45,1611.02,1596.51,1609.96,-14.51,14.51,Away Win,2024
2548,2024-06-01,R13,Geelong,Richmond,99,69,1579.44,1323.97,1629.44,1584.52,1318.9,5.08,-5.08,Home Win,2024
2549,2024-06-01,R13,Hawthorn,Adelaide,107,80,1381.95,1516.12,1431.95,1403.38,1494.69,21.43,-21.43,Home Win,2024
2550,2024-06-01,R13,West Coast,St Kilda,68,82,1283.7,1451.12,1333.7,1276.78,1458.04,-6.92,6.92,Away Win,2024
2551,2024-06-02,R13,Gold Coast,Essendon,91,80,1483.92,1479.84,1533.92,1492.13,1471.64,8.2,-8.2,Home Win,2024
2552,2024-06-02,R13,Melbourne,Fremantle,49,141,1632.51,1516.84,1682.51,1566.32,1583.03,-66.19,66.19,Away Win,2024
2553,2024-06-06,R14,Adelaide,Richmond,71,79,1494.69,1318.9,1544.69,1484.04,1329.55,-10.65,10.65,Away Win,2024
2554,2024-06-07,R14,Footscray,Brisbane Lions,71,114,1609.96,1571.45,1659.96,1576.6,1604.81,-33.36,33.36,Away Win,2024
2555,2024-06-08,R14,Hawthorn,GWS,85,79,1403.38,1569.11,1453.38,1410.76,1561.74,7.38,-7.38,Home Win,2024
2556,2024-06-08,R14,West Coast,North Melbourne,65,74,1276.78,1180.37,1326.78,1265.86,1191.29,-10.92,10.92,Away Win,2024
2557,2024-06-08,R14,St Kilda,Gold Coast,51,48,1458.04,1492.13,1508.04,1461.79,1488.37,3.75,-3.75,Home Win,2024
2558,2024-06-09,R14,Sydney,Geelong,112,82,1694.87,1584.52,1744.87,1705.74,1573.65,10.87,-10.87,Home Win,2024
2559,2024-06-09,R14,Essendon,Carlton,70,96,1471.64,1595.0,1521.64,1458.21,1608.43,-13.42,13.42,Away Win,2024
2560,2024-06-10,R14,Collingwood,Melbourne,89,51,1596.51,1566.32,1646.51,1615.38,1547.46,18.87,-18.87,Home Win,2024
2561,2024-06-14,R15,Brisbane Lions,St Kilda,126,106,1604.81,1461.79,1654.81,1611.58,1455.02,6.77,-6.77,Home Win,2024
2562,2024-06-15,R15,Richmond,Hawthorn,49,97,1329.55,1410.76,1379.55,1303.91,1436.4,-25.65,25.65,Away Win,2024
2563,2024-06-15,R15,Adelaide,Sydney,67,109,1484.04,1705.74,1534.04,1471.59,1718.19,-12.45,12.45,Away Win,2024
2564,2024-06-15,R15,Footscray,Fremantle,149,82,1576.6,1583.03,1626.6,1610.55,1549.08,33.95,-33.95,Home Win,2024
2565,2024-06-16,R15,North Melbourne,Collingwood,118,119,1191.29,1615.38,1241.29,1190.93,1615.74,-0.36,0.36,Away Win,2024
2566,2024-06-16,R15,GWS,Port Adelaide,73,51,1561.74,1533.3,1611.74,1574.2,1520.84,12.46,-12.46,Home Win,2024
2567,2024-06-21,R16,Carlton,Geelong,138,75,1608.43,1573.65,1658.43,1635.92,1546.16,27.49,-27.49,Home Win,2024
2568,2024-06-22,R16,Port Adelaide,Brisbane Lions,73,152,1520.84,1611.58,1570.84,1484.28,1648.15,-36.57,36.57,Away Win,2024
2569,2024-06-22,R16,GWS,Sydney,75,102,1574.2,1718.19,1624.2,1561.55,1730.84,-12.65,12.65,Away Win,2024
2570,2024-06-22,R16,Melbourne,North Melbourne,70,67,1547.46,1190.93,1597.46,1548.01,1190.38,0.55,-0.55,Home Win,2024
2571,2024-06-23,R16,Essendon,West Coast,122,92,1458.21,1265.86,1508.21,1465.37,1258.7,7.16,-7.16,Home Win,2024
2572,2024-06-23,R16,Fremantle,Gold Coast,85,65,1549.08,1488.37,1599.08,1559.13,1478.32,10.05,-10.05,Home Win,2024
2573,2024-06-28,R17,Brisbane Lions,Melbourne,86,81,1648.15,1548.01,1698.15,1651.21,1544.94,3.07,-3.07,Home Win,2024
2574,2024-06-29,R17,Geelong,Essendon,105,60,1546.16,1465.37,1596.16,1563.31,1448.22,17.16,-17.16,Home Win,2024
2575,2024-06-29,R17,Adelaide,GWS,94,78,1471.59,1561.55,1521.59,1484.96,1548.17,13.37,-13.37,Home Win,2024
2576,2024-06-29,R17,North Melbourne,Footscray,60,77,1190.38,1610.55,1240.38,1188.24,1612.69,-2.14,2.14,Away Win,2024
2577,2024-06-29,R17,Sydney,Fremantle,98,99,1730.84,1559.13,1780.84,1727.65,1562.32,-3.19,3.19,Away Win,2024
2578,2024-06-29,R17,Gold Coast,Collingwood,101,90,1478.32,1615.74,1528.32,1489.26,1604.81,10.93,-10.93,Home Win,2024
2579,2024-06-30,R17,St Kilda,Port Adelaide,60,62,1455.02,1484.28,1505.02,1451.7,1487.6,-3.32,3.32,Away Win,2024
2580,2024-06-30,R17,Richmond,Carlton,70,131,1303.91,1635.92,1353.91,1294.48,1645.34,-9.43,9.43,Away Win,2024
2581,2024-06-30,R17,West Coast,Hawthorn,33,94,1258.7,1436.4,1308.7,1238.15,1456.95,-20.55,20.55,Away Win,2024
2582,2024-07-05,R18,Collingwood,Essendon,80,92,1604.81,1448.22,1654.81,1590.67,1462.36,-14.14,14.14,Away Win,2024
2583,2024-07-06,R18,Fremantle,Richmond,105,54,1562.32,1294.48,1612.32,1569.48,1287.31,7.17,-7.17,Home Win,2024
2584,2024-07-06,R18,GWS,Carlton,116,104,1548.17,1645.34,1598.17,1559.1,1634.42,10.93,-10.93,Home Win,2024
2585,2024-07-06,R18,North Melbourne,Gold Coast,87,83,1188.24,1489.26,1238.24,1194.54,1482.95,6.3,-6.3,Home Win,2024
2586,2024-07-06,R18,Port Adelaide,Footscray,102,54,1487.6,1612.69,1537.6,1520.68,1579.62,33.07,-33.07,Home Win,2024
2587,2024-07-06,R18,Geelong,Hawthorn,110,59,1563.31,1456.95,1613.31,1580.07,1440.19,16.76,-16.76,Home Win,2024
2588,2024-07-07,R18,Melbourne,West Coast,112,58,1544.94,1238.15,1594.94,1550.95,1232.14,6.01,-6.01,Home Win,2024
2589,2024-07-07,R18,St Kilda,Sydney,84,82,1451.7,1727.65,1501.7,1455.83,1723.52,4.13,-4.13,Home Win,2024
2590,2024-07-07,R18,Brisbane Lions,Adelaide,97,86,1651.21,1484.96,1701.21,1655.06,1481.12,3.84,-3.84,Home Win,2024
2591,2024-07-12,R19,Collingwood,Geelong,71,91,1590.67,1580.07,1640.67,1572.96,1597.78,-17.71,17.71,Away Win,2024
2592,2024-07-13,R19,Adelaide,St Kilda,71,39,1481.12,1455.83,1531.12,1497.98,1438.97,16.86,-16.86,Home Win,2024
2593,2024-07-13,R19,Hawthorn,Fremantle,87,74,1440.19,1569.48,1490.19,1452.41,1557.26,12.22,-12.22,Home Win,2024
2594,2024-07-13,R19,Sydney,North Melbourne,138,59,1723.52,1194.54,1773.52,1725.67,1192.39,2.15,-2.15,Home Win,2024
2595,2024-07-13,R19,Footscray,Carlton,100,86,1579.62,1634.42,1629.62,1590.92,1623.11,11.3,-11.3,Home Win,2024
2596,2024-07-13,R19,Melbourne,Essendon,84,67,1550.95,1462.36,1600.95,1558.75,1454.55,7.81,-7.81,Home Win,2024
2597,2024-07-14,R19,Gold Coast,Port Adelaide,96,82,1482.95,1520.68,1532.95,1493.85,1509.78,10.9,-10.9,Home Win,2024
2598,2024-07-14,R19,Richmond,GWS,84,108,1287.31,1559.1,1337.31,1281.04,1565.38,-6.27,6.27,Away Win,2024
2599,2024-07-14,R19,West Coast,Brisbane Lions,93,106,1232.14,1655.06,1282.14,1230.42,1656.78,-1.72,1.72,Away Win,2024
2600,2024-07-19,R20,Essendon,Adelaide,113,115,1454.55,1497.98,1504.55,1451.39,1501.14,-3.16,3.16,Away Win,2024
2601,2024-07-20,R20,Hawthorn,Collingwood,133,67,1452.41,1572.96,1502.41,1494.59,1530.78,42.18,-42.18,Home Win,2024
2602,2024-07-20,R20,Geelong,Footscray,48,95,1597.78,1590.92,1647.78,1563.68,1625.03,-34.11,34.11,Away Win,2024
2603,2024-07-20,R20,St Kilda,West Coast,113,41,1438.97,1230.42,1488.97,1452.0,1217.39,13.03,-13.03,Home Win,2024
2604,2024-07-20,R20,GWS,Gold Coast,89,50,1565.38,1493.85,1615.38,1581.39,1477.84,16.01,-16.01,Home Win,2024
2605,2024-07-20,R20,Port Adelaide,Richmond,116,75,1509.78,1281.04,1559.78,1517.28,1273.54,7.5,-7.5,Home Win,2024
2606,2024-07-21,R20,Fremantle,Melbourne,116,66,1557.26,1558.75,1607.26,1583.91,1532.11,26.65,-26.65,Home Win,2024
2607,2024-07-21,R20,Brisbane Lions,Sydney,79,77,1656.78,1725.67,1706.78,1659.99,1722.46,3.21,-3.21,Home Win,2024
2608,2024-07-21,R20,Carlton,North Melbourne,107,88,1623.11,1192.39,1673.11,1624.4,1191.1,1.29,-1.29,Home Win,2024
2609,2024-07-26,R21,Carlton,Port Adelaide,65,79,1624.4,1517.28,1674.4,1609.14,1532.54,-15.26,15.26,Away Win,2024
2610,2024-07-27,R21,North Melbourne,Geelong,66,106,1191.1,1563.68,1241.1,1185.69,1569.09,-5.41,5.41,Away Win,2024
2611,2024-07-27,R21,St Kilda,Essendon,108,55,1452.0,1451.39,1502.0,1479.72,1423.67,27.72,-27.72,Home Win,2024
2612,2024-07-27,R21,Gold Coast,Brisbane Lions,65,93,1477.84,1659.99,1527.84,1466.87,1670.95,-10.96,10.96,Away Win,2024
2613,2024-07-27,R21,Melbourne,GWS,83,85,1532.11,1581.39,1582.11,1529.01,1584.48,-3.1,3.1,Away Win,2024
2614,2024-07-27,R21,Fremantle,West Coast,110,75,1583.91,1217.39,1633.91,1586.93,1214.37,3.02,-3.02,Home Win,2024
2615,2024-07-28,R21,Collingwood,Richmond,93,67,1530.78,1273.54,1580.78,1535.28,1269.04,4.5,-4.5,Home Win,2024
2616,2024-07-28,R21,Sydney,Footscray,48,87,1722.46,1625.03,1772.46,1689.32,1658.16,-33.14,33.14,Away Win,2024
2617,2024-07-28,R21,Adelaide,Hawthorn,58,124,1501.14,1494.59,1551.14,1456.63,1539.1,-44.51,44.51,Away Win,2024
2618,2024-08-02,R22,West Coast,Gold Coast,97,87,1214.37,1466.87,1264.37,1225.89,1455.36,11.52,-11.52,Home Win,2024
2619,2024-08-02,R22,Footscray,Melbourne,110,59,1658.16,1529.01,1708.16,1673.15,1514.02,14.99,-14.99,Home Win,2024
2620,2024-08-03,R22,North Melbourne,Richmond,90,77,1185.69,1269.04,1235.69,1197.0,1257.73,11.31,-11.31,Home Win,2024
2621,2024-08-03,R22,Geelong,Adelaide,90,85,1569.09,1456.63,1619.09,1571.98,1453.73,2.89,-2.89,Home Win,2024
2622,2024-08-03,R22,Collingwood,Carlton,84,81,1535.28,1609.14,1585.28,1539.36,1605.06,4.08,-4.08,Home Win,2024
2623,2024-08-03,R22,Port Adelaide,Sydney,148,36,1532.54,1689.32,1582.54,1600.05,1621.81,67.51,-67.51,Home Win,2024
2624,2024-08-04,R22,GWS,Hawthorn,84,82,1584.48,1539.1,1634.48,1586.75,1536.83,2.27,-2.27,Home Win,2024
2625,2024-08-04,R22,Essendon,Fremantle,90,89,1423.67,1586.93,1473.67,1426.37,1584.23,2.7,-2.7,Home Win,2024
2626,2024-08-04,R22,St Kilda,Brisbane Lions,39,124,1479.72,1670.95,1529.72,1454.64,1696.02,-25.07,25.07,Away Win,2024
2627,2024-08-09,R23,Sydney,Collingwood,89,86,1621.81,1539.36,1671.81,1624.22,1536.95,2.41,-2.41,Home Win,2024
2628,2024-08-10,R23,Melbourne,Port Adelaide,51,53,1514.02,1600.05,1564.02,1511.33,1602.74,-2.69,2.69,Away Win,2024
2629,2024-08-10,R23,Fremantle,Geelong,62,73,1584.23,1571.98,1634.23,1572.88,1583.33,-11.35,11.35,Away Win,2024
2630,2024-08-10,R23,Essendon,Gold Coast,86,87,1426.37,1455.36,1476.37,1423.96,1457.76,-2.41,2.41,Away Win,2024
2631,2024-08-10,R23,North Melbourne,West Coast,97,102,1197.0,1225.89,1247.0,1191.2,1231.68,-5.8,5.8,Away Win,2024
2632,2024-08-10,R23,Brisbane Lions,GWS,64,82,1696.02,1586.75,1746.02,1677.55,1605.22,-18.47,18.47,Away Win,2024
2633,2024-08-11,R23,Carlton,Hawthorn,38,112,1605.06,1536.83,1655.06,1551.97,1589.93,-53.09,53.09,Away Win,2024
2634,2024-08-11,R23,Richmond,St Kilda,51,99,1257.73,1454.64,1257.73,1245.11,1467.26,-12.62,12.62,Away Win,2024
2635,2024-08-11,R23,Adelaide,Footscray,111,72,1453.73,1673.15,1503.73,1485.24,1641.64,31.51,-31.51,Home Win,2024
2636,2024-08-16,R24,Essendon,Sydney,59,98,1423.96,1624.22,1473.96,1410.94,1637.25,-13.03,13.03,Away Win,2024
2637,2024-08-17,R24,Port Adelaide,Adelaide,80,58,1602.74,1485.24,1652.74,1611.01,1476.98,8.27,-8.27,Home Win,2024
2638,2024-08-17,R24,GWS,Fremantle,101,92,1605.22,1572.88,1655.22,1611.52,1566.59,6.29,-6.29,Home Win,2024
2639,2024-08-17,R24,Gold Coast,Melbourne,63,117,1457.76,1511.33,1507.76,1426.54,1542.56,-31.23,31.23,Away Win,2024
